Transaction_ID,Product_ID,Product_Category,Product_Subcategory,Product_Price,Quantity_Sold,Transaction_Date,Customer_ID,Customer_Location,Payment_Method,Total_Sales,Transaction_Month
302,102,Clothing,Pants,142.99,16,2022-03-31,1043,New York,Cash,2287.84,3
303,119,Clothing,Action Figure,109.3,14,2023-01-25,1032,New York,Debit Card,1530.2,1
304,123,Electronics,Fruit,478.94,11,2023-08-05,1012,Illinois,Credit Card,5268.34,8
305,153,Toys,Shirt,9.39,7,2022-02-13,1077,Texas,PayPal,65.73,2
306,132,Books,Laptop,498.92,16,2023-12-13,1087,New York,Credit Card,7982.72,12
307,123,Groceries,Laptop,340.03,13,2023-10-26,1097,California,Debit Card,4420.389999999999,10
308,174,Clothing,Shirt,415.09,15,2023-08-21,1025,California,Cash,6226.349999999999,8
309,171,Clothing,Laptop,150.84,16,2022-01-19,1020,Florida,Cash,2413.44,1
310,135,Groceries,Pants,12.09,9,2022-04-11,1027,New York,Debit Card,108.81,4
311,137,Books,Laptop,370.25,3,2023-08-30,1047,Illinois,Cash,1110.75,8
312,183,Books,Board Game,417.9,19,2022-12-23,1099,Texas,Debit Card,7940.099999999999,12
313,198,Toys,Action Figure,371.54,5,2023-06-26,1039,Illinois,Cash,1857.7,6
314,188,Toys,Laptop,75.71,10,2022-02-02,1065,California,Cash,757.0999999999999,2
315,198,Electronics,Action Figure,377.95,17,2022-08-17,1072,Illinois,Cash,6425.15,8
316,124,Clothing,Vegetable,385.62,15,2023-06-08,1086,California,PayPal,5784.3,6
317,192,Toys,Mobile,330.98,8,2023-09-22,1078,California,PayPal,2647.84,9
318,117,Books,Pants,384.23,15,2022-06-04,1076,California,Debit Card,5763.450000000001,6
319,181,Groceries,Mobile,423.73,14,2023-02-27,1022,California,PayPal,5932.22,2
320,165,Books,Vegetable,308.73,7,2022-09-03,1080,California,Debit Card,2161.11,9
321,153,Clothing,Pants,48.86,12,2023-02-09,1047,Florida,Credit Card,586.3199999999999,2
322,134,Books,Shirt,246.38,17,2023-06-25,1001,Illinois,Credit Card,4188.46,6
323,179,Electronics,Shirt,43.44,17,2022-06-10,1083,Florida,PayPal,738.48,6
324,160,Clothing,Action Figure,206.73,10,2023-12-03,1019,Florida,Credit Card,2067.2999999999997,12
325,140,Groceries,Vegetable,206.52,19,2022-04-27,1058,New York,Credit Card,3923.88,4
326,199,Electronics,Action Figure,37.67,14,2022-09-28,1045,New York,Cash,527.38,9
327,132,Clothing,Fruit,177.67,11,2023-11-23,1002,New York,Cash,1954.37,11
328,167,Groceries,Laptop,59.94,2,2023-05-02,1054,Texas,Debit Card,119.88,5
329,132,Electronics,Non-fiction,405.08,18,2022-06-21,1011,New York,Credit Card,7291.44,6
330,113,Electronics,Fruit,474.11,7,2022-10-01,1039,Illinois,Debit Card,3318.77,10
331,120,Clothing,Laptop,40.8,12,2022-09-16,1065,Florida,Debit Card,489.59999999999997,9
332,147,Toys,Pants,477.78,2,2022-05-15,1099,Illinois,Credit Card,955.56,5
333,119,Electronics,Action Figure,263.68,18,2023-11-14,1077,New York,PayPal,4746.24,11
334,107,Electronics,Pants,153.29,6,2023-12-23,1015,Texas,Credit Card,919.74,12
335,106,Groceries,Pants,43.05,10,2023-02-26,1082,Texas,Cash,430.5,2
336,166,Books,Laptop,252.81,15,2023-02-25,1033,Florida,Credit Card,3792.15,2
337,116,Clothing,Vegetable,398.29,5,2022-07-05,1043,Illinois,PayPal,1991.45,7
338,132,Clothing,Laptop,355.01,3,2022-12-30,1005,California,Debit Card,1065.03,12
339,147,Toys,Fiction,29.86,5,2023-08-30,1076,Illinois,Debit Card,149.3,8
340,175,Toys,Shirt,41.09,8,2023-01-13,1063,New York,Cash,328.72,1
341,158,Clothing,Shirt,204.42,8,2023-06-07,1099,California,Cash,1635.36,6
342,185,Toys,Fruit,151.17,8,2023-08-03,1021,Texas,Cash,1209.36,8
343,121,Groceries,Shirt,120.03,12,2023-12-23,1017,Florida,Debit Card,1440.3600000000001,12
344,129,Clothing,Laptop,144.1,8,2022-07-15,1011,Florida,Cash,1152.8,7
345,137,Toys,Board Game,402.72,11,2022-04-08,1051,Texas,Credit Card,4429.92,4
346,150,Clothing,Action Figure,464.97,14,2023-08-28,1093,New York,Debit Card,6509.58,8
347,153,Books,Laptop,205.53,8,2022-01-22,1050,Texas,PayPal,1644.24,1
348,107,Electronics,Laptop,453.52,10,2023-03-26,1070,New York,Debit Card,4535.2,3
349,126,Clothing,Non-fiction,164.14,7,2022-06-21,1095,California,Credit Card,1148.98,6
350,126,Electronics,Action Figure,240.84,17,2023-01-18,1047,Texas,Credit Card,4094.28,1
351,197,Toys,Fiction,116.88,4,2022-05-14,1018,New York,Cash,467.52,5
352,120,Electronics,Shirt,322.04,13,2023-03-02,1005,California,Debit Card,4186.52,3
353,129,Clothing,Action Figure,489.6,4,2022-01-25,1083,Texas,Debit Card,1958.4,1
354,196,Books,Shirt,303.73,5,2023-05-18,1026,Florida,Debit Card,1518.65,5
355,127,Toys,Fruit,182.12,4,2022-07-04,1052,Texas,PayPal,728.48,7
356,163,Clothing,Action Figure,325.67,18,2022-03-26,1047,Illinois,Cash,5862.06,3
357,196,Toys,Shirt,65.85,6,2023-07-21,1006,Texas,Credit Card,395.09999999999997,7
358,168,Groceries,Fiction,444.89,2,2022-05-24,1058,Illinois,Credit Card,889.78,5
359,160,Electronics,Mobile,254.03,11,2023-11-10,1068,California,Cash,2794.33,11
360,147,Groceries,Pants,227.43,14,2023-02-16,1010,Texas,Credit Card,3184.02,2
361,118,Clothing,Pants,295.0,5,2022-08-12,1014,California,Credit Card,1475.0,8
362,103,Books,Fiction,314.27,6,2022-08-08,1063,California,Cash,1885.62,8
363,134,Toys,Non-fiction,40.53,10,2022-06-28,1002,New York,Credit Card,405.3,6
364,163,Electronics,Mobile,342.9,8,2023-09-23,1068,California,Debit Card,2743.2,9
365,148,Toys,Fruit,124.76,14,2023-03-09,1022,California,PayPal,1746.64,3
366,116,Clothing,Fiction,358.41,3,2022-09-22,1052,Texas,Cash,1075.23,9
367,143,Toys,Pants,412.15,12,2023-03-05,1036,Texas,PayPal,4945.799999999999,3
368,191,Electronics,Pants,402.96,16,2023-10-24,1008,Florida,Credit Card,6447.36,10
369,129,Clothing,Pants,278.49,17,2023-02-20,1014,New York,Credit Card,4734.33,2
370,192,Toys,Vegetable,262.48,1,2023-03-29,1002,California,Debit Card,262.48,3
371,145,Books,Fiction,75.72,10,2023-12-28,1092,New York,Cash,757.2,12
372,105,Clothing,Laptop,388.8,10,2022-07-16,1069,Illinois,Credit Card,3888.0,7
373,198,Clothing,Fruit,139.35,2,2023-07-08,1016,California,Cash,278.7,7
374,136,Books,Pants,250.86,9,2022-02-22,1025,New York,Cash,2257.7400000000002,2
375,123,Groceries,Shirt,145.72,13,2023-04-25,1020,Florida,Cash,1894.36,4
376,192,Electronics,Fiction,71.25,16,2023-03-19,1071,Florida,Cash,1140.0,3
377,145,Groceries,Vegetable,316.63,18,2022-11-26,1020,California,Cash,5699.34,11
378,152,Toys,Fiction,31.89,19,2022-09-08,1010,Illinois,PayPal,605.91,9
379,194,Books,Fruit,375.58,12,2022-05-03,1037,Florida,Debit Card,4506.96,5
380,198,Groceries,Vegetable,162.21,8,2023-01-22,1071,Florida,Cash,1297.68,1
381,159,Clothing,Fruit,5.07,17,2022-12-05,1087,Illinois,PayPal,86.19,12
382,196,Toys,Fiction,258.01,15,2022-12-14,1034,New York,Credit Card,3870.1499999999996,12
383,162,Toys,Laptop,28.19,10,2022-01-29,1013,Florida,Cash,281.90000000000003,1
384,184,Groceries,Fruit,141.7,15,2022-02-04,1013,Texas,Credit Card,2125.5,2
385,131,Groceries,Vegetable,354.95,15,2023-06-02,1009,Florida,Cash,5324.25,6
386,186,Books,Vegetable,36.03,7,2023-01-31,1011,New York,PayPal,252.21,1
387,132,Electronics,Fruit,420.47,13,2023-09-15,1037,New York,PayPal,5466.110000000001,9
388,166,Groceries,Board Game,6.89,17,2022-10-21,1033,California,PayPal,117.13,10
389,117,Groceries,Fiction,127.18,9,2023-08-12,1040,Texas,Debit Card,1144.6200000000001,8
390,124,Clothing,Board Game,371.75,8,2022-12-15,1009,New York,Credit Card,2974.0,12
391,194,Toys,Non-fiction,161.55,18,2022-05-27,1016,Illinois,Debit Card,2907.9,5
392,153,Electronics,Fiction,55.44,13,2022-03-08,1016,Texas,Cash,720.72,3
393,157,Clothing,Fruit,183.32,16,2023-06-04,1066,Texas,Credit Card,2933.12,6
394,166,Books,Mobile,138.84,9,2022-05-02,1061,Illinois,PayPal,1249.56,5
395,145,Books,Fruit,422.14,12,2022-12-06,1094,Florida,Credit Card,5065.68,12
396,123,Groceries,Board Game,160.11,12,2022-06-24,1000,Illinois,PayPal,1921.3200000000002,6
397,131,Groceries,Laptop,395.52,6,2023-11-22,1011,Illinois,Debit Card,2373.12,11
398,146,Books,Fruit,446.48,19,2023-08-20,1003,Florida,Debit Card,8483.12,8
399,185,Groceries,Fruit,219.74,7,2023-03-27,1041,Florida,PayPal,1538.18,3
400,122,Electronics,Laptop,455.42,3,2023-07-11,1012,Florida,PayPal,1366.26,7
401,165,Groceries,Fruit,191.77,16,2022-05-16,1097,Florida,Cash,3068.32,5
402,126,Toys,Pants,482.22,18,2022-01-16,1084,Florida,Debit Card,8679.960000000001,1
403,101,Groceries,Mobile,49.2,16,2022-11-29,1085,Illinois,Debit Card,787.2,11
404,189,Clothing,Shirt,345.07,7,2022-07-14,1003,California,Cash,2415.49,7
405,116,Electronics,Mobile,249.44,4,2023-05-11,1081,California,Debit Card,997.76,5
406,132,Clothing,Fruit,196.89,8,2022-01-09,1068,New York,PayPal,1575.12,1
407,108,Clothing,Pants,318.19,13,2022-11-30,1018,California,Credit Card,4136.47,11
408,142,Toys,Fiction,353.41,13,2022-11-29,1001,California,Credit Card,4594.33,11
409,147,Electronics,Fruit,7.16,17,2022-11-23,1011,Illinois,Debit Card,121.72,11
410,138,Electronics,Board Game,87.64,17,2022-01-15,1080,Florida,Cash,1489.88,1
411,192,Electronics,Pants,357.96,5,2023-09-06,1073,Florida,PayPal,1789.8,9
412,141,Electronics,Laptop,334.86,6,2022-08-14,1097,Illinois,Credit Card,2009.16,8
413,125,Electronics,Pants,483.19,19,2023-03-01,1005,California,PayPal,9180.61,3
414,198,Toys,Laptop,381.71,13,2023-02-12,1007,Illinois,Debit Card,4962.23,2
415,149,Groceries,Non-fiction,475.63,14,2022-04-23,1050,New York,Debit Card,6658.82,4
416,124,Clothing,Shirt,352.76,4,2023-03-04,1010,Florida,Credit Card,1411.04,3
417,123,Electronics,Action Figure,152.54,7,2022-01-01,1062,Texas,Debit Card,1067.78,1
418,112,Groceries,Pants,57.16,8,2022-09-23,1056,New York,Cash,457.28,9
419,159,Groceries,Vegetable,392.0,13,2023-05-06,1011,New York,Debit Card,5096.0,5
420,106,Clothing,Board Game,323.85,6,2022-07-27,1072,Illinois,Debit Card,1943.1000000000001,7
421,156,Toys,Fruit,28.85,6,2023-09-14,1001,California,Debit Card,173.10000000000002,9
422,135,Books,Board Game,183.22,3,2023-12-13,1007,Florida,PayPal,549.66,12
423,144,Books,Mobile,478.62,3,2023-01-04,1010,Texas,PayPal,1435.8600000000001,1
424,119,Groceries,Action Figure,252.7,13,2022-11-02,1052,New York,Credit Card,3285.1,11
425,164,Clothing,Mobile,219.2,2,2022-01-12,1099,Texas,Credit Card,438.4,1
426,107,Books,Non-fiction,231.56,16,2022-12-11,1009,California,Credit Card,3704.96,12
427,115,Groceries,Action Figure,108.4,6,2023-04-10,1084,California,Debit Card,650.4000000000001,4
428,113,Toys,Action Figure,187.51,8,2023-12-01,1083,Texas,PayPal,1500.08,12
429,175,Books,Mobile,188.06,8,2023-10-28,1007,Florida,Cash,1504.48,10
430,186,Groceries,Laptop,30.92,6,2023-05-09,1035,California,Debit Card,185.52,5
431,114,Groceries,Mobile,384.95,14,2023-01-03,1092,Texas,Debit Card,5389.3,1
432,191,Electronics,Board Game,211.17,3,2023-02-24,1075,New York,Debit Card,633.51,2
433,197,Toys,Laptop,411.98,10,2022-06-20,1013,Texas,Cash,4119.8,6
434,165,Electronics,Board Game,425.92,3,2022-05-14,1053,Texas,Credit Card,1277.76,5
435,131,Clothing,Non-fiction,109.94,12,2023-03-03,1084,Illinois,Cash,1319.28,3
436,186,Electronics,Fruit,330.39,17,2022-01-25,1085,California,Credit Card,5616.63,1
437,162,Electronics,Fiction,238.78,5,2023-06-14,1020,Florida,Cash,1193.9,6
438,185,Books,Laptop,440.68,9,2022-07-09,1049,Florida,PayPal,3966.12,7
439,150,Groceries,Non-fiction,111.79,7,2022-05-21,1093,Illinois,Debit Card,782.5300000000001,5
440,124,Toys,Vegetable,340.52,4,2023-07-09,1038,Florida,Debit Card,1362.08,7
441,157,Electronics,Non-fiction,305.84,13,2023-10-20,1019,Texas,Debit Card,3975.9199999999996,10
442,162,Toys,Mobile,151.17,13,2022-11-11,1087,Illinois,Credit Card,1965.2099999999998,11
443,161,Electronics,Mobile,72.62,10,2023-03-20,1086,New York,Cash,726.2,3
444,121,Clothing,Fiction,327.56,18,2022-11-15,1006,California,PayPal,5896.08,11
445,157,Electronics,Non-fiction,370.61,17,2023-03-17,1008,California,Cash,6300.37,3
446,157,Books,Shirt,161.24,13,2022-04-02,1000,California,Debit Card,2096.12,4
447,185,Groceries,Fruit,324.19,17,2022-06-28,1025,Texas,PayPal,5511.23,6
448,148,Clothing,Mobile,200.59,4,2022-02-25,1037,New York,PayPal,802.36,2
449,151,Electronics,Fiction,358.04,1,2022-06-04,1037,Illinois,Debit Card,358.04,6
450,141,Toys,Fruit,103.61,1,2023-11-03,1060,Illinois,Cash,103.61,11
451,169,Clothing,Non-fiction,445.66,15,2022-04-21,1043,California,Debit Card,6684.900000000001,4
452,114,Clothing,Non-fiction,147.27,13,2022-05-17,1085,New York,Cash,1914.5100000000002,5
453,153,Electronics,Action Figure,187.05,17,2022-08-20,1043,New York,PayPal,3179.8500000000004,8
454,159,Clothing,Fiction,33.76,8,2023-04-13,1073,New York,PayPal,270.08,4
455,196,Toys,Mobile,60.2,18,2023-04-26,1061,Florida,Debit Card,1083.6000000000001,4
456,107,Clothing,Shirt,260.35,13,2022-03-09,1005,Florida,PayPal,3384.55,3
457,152,Toys,Non-fiction,137.46,14,2022-09-06,1016,California,Credit Card,1924.44,9
458,159,Electronics,Shirt,418.56,8,2022-11-19,1050,New York,PayPal,3348.48,11
459,104,Groceries,Non-fiction,12.27,8,2023-06-02,1037,New York,Credit Card,98.16,6
460,167,Clothing,Mobile,192.65,15,2023-03-08,1023,Illinois,PayPal,2889.75,3
461,105,Groceries,Fruit,171.99,13,2023-05-02,1050,Illinois,Debit Card,2235.87,5
462,195,Toys,Pants,14.57,7,2023-08-29,1009,California,Debit Card,101.99000000000001,8
463,193,Clothing,Fruit,66.56,5,2023-03-05,1071,New York,Credit Card,332.8,3
464,146,Books,Non-fiction,209.75,17,2022-09-26,1020,California,Debit Card,3565.75,9
465,198,Groceries,Board Game,248.97,16,2023-12-10,1069,Illinois,PayPal,3983.52,12
466,154,Clothing,Pants,205.12,2,2023-06-21,1084,Illinois,PayPal,410.24,6
467,139,Groceries,Pants,267.81,18,2022-05-28,1056,Florida,Debit Card,4820.58,5
468,151,Clothing,Shirt,299.59,17,2022-04-28,1038,California,PayPal,5093.03,4
469,115,Electronics,Fiction,9.91,7,2023-01-02,1087,California,Cash,69.37,1
470,112,Groceries,Shirt,234.73,13,2022-03-07,1032,New York,Cash,3051.49,3
471,129,Books,Shirt,481.93,18,2023-01-05,1058,New York,PayPal,8674.74,1
472,118,Books,Board Game,261.92,14,2022-06-24,1017,Florida,Debit Card,3666.88,6
473,116,Toys,Fruit,340.38,18,2023-08-11,1055,Texas,Credit Card,6126.84,8
474,162,Clothing,Fruit,159.37,13,2023-05-10,1091,Texas,Debit Card,2071.81,5
475,118,Groceries,Vegetable,388.13,11,2022-04-24,1056,Texas,Credit Card,4269.43,4
476,191,Toys,Non-fiction,387.6,16,2022-04-21,1095,California,Debit Card,6201.6,4
477,157,Groceries,Board Game,263.04,17,2023-03-15,1075,California,PayPal,4471.68,3
478,154,Clothing,Vegetable,488.13,8,2023-12-16,1047,Illinois,Cash,3905.04,12
479,189,Books,Mobile,67.15,19,2022-05-27,1041,California,Debit Card,1275.8500000000001,5
480,189,Electronics,Non-fiction,13.39,15,2022-02-04,1026,California,Credit Card,200.85000000000002,2
481,161,Books,Non-fiction,386.23,9,2022-11-05,1073,California,Cash,3476.07,11
482,122,Toys,Action Figure,404.54,10,2023-06-22,1051,Florida,Credit Card,4045.4,6
483,108,Electronics,Action Figure,64.5,12,2022-01-14,1041,California,PayPal,774.0,1
484,111,Toys,Laptop,136.46,1,2023-01-09,1031,New York,Cash,136.46,1
485,100,Clothing,Laptop,13.69,9,2023-07-11,1025,New York,Credit Card,123.21,7
486,157,Electronics,Shirt,150.19,15,2023-03-04,1024,Illinois,Debit Card,2252.85,3
487,100,Toys,Mobile,387.71,1,2023-12-29,1074,Florida,PayPal,387.71,12
488,133,Clothing,Pants,261.39,12,2022-08-21,1022,New York,PayPal,3136.68,8
489,195,Books,Pants,177.31,3,2023-12-06,1097,Florida,PayPal,531.9300000000001,12
490,147,Clothing,Action Figure,189.01,11,2023-07-17,1056,Florida,Debit Card,2079.1099999999997,7
491,188,Groceries,Action Figure,5.67,2,2023-12-27,1051,Illinois,Debit Card,11.34,12
492,100,Clothing,Action Figure,153.4,16,2023-10-25,1086,Florida,Cash,2454.4,10
493,115,Clothing,Board Game,325.0,9,2023-03-16,1092,California,Debit Card,2925.0,3
494,160,Groceries,Fiction,487.23,15,2023-05-17,1030,Florida,Cash,7308.450000000001,5
495,163,Toys,Laptop,424.3,12,2022-10-02,1063,Illinois,PayPal,5091.6,10
496,162,Toys,Board Game,16.68,1,2022-03-17,1070,Illinois,Cash,16.68,3
497,168,Clothing,Fruit,449.79,13,2023-03-15,1032,Illinois,Credit Card,5847.27,3
498,121,Groceries,Pants,392.68,14,2023-11-30,1084,New York,PayPal,5497.52,11
499,192,Groceries,Non-fiction,391.29,8,2022-10-16,1001,California,PayPal,3130.32,10
500,166,Books,Laptop,231.71,8,2023-06-24,1017,New York,Cash,1853.68,6
501,175,Toys,Vegetable,202.01,12,2023-11-23,1046,Texas,PayPal,2424.12,11
502,125,Electronics,Fruit,154.94,1,2022-09-10,1032,California,Debit Card,154.94,9
503,115,Toys,Laptop,37.52,11,2022-05-06,1097,Florida,Credit Card,412.72,5
504,150,Toys,Board Game,117.98,8,2022-06-26,1083,Illinois,Cash,943.84,6
505,185,Books,Mobile,127.07,10,2022-02-06,1034,Texas,Cash,1270.6999999999998,2
506,156,Electronics,Non-fiction,244.62,19,2023-02-14,1050,California,PayPal,4647.78,2
507,128,Books,Laptop,374.98,11,2023-09-03,1017,New York,Debit Card,4124.780000000001,9
508,177,Electronics,Fiction,239.54,7,2023-09-02,1087,Illinois,PayPal,1676.78,9
509,191,Clothing,Action Figure,33.63,11,2022-05-07,1071,New York,PayPal,369.93,5
510,168,Electronics,Action Figure,479.11,17,2023-04-28,1029,California,Cash,8144.87,4
511,146,Books,Non-fiction,471.65,1,2022-06-17,1043,California,PayPal,471.65,6
512,193,Toys,Board Game,393.67,8,2023-08-15,1052,Texas,Credit Card,3149.36,8
513,161,Electronics,Action Figure,495.71,6,2022-10-21,1009,Florida,PayPal,2974.2599999999998,10
514,168,Electronics,Laptop,274.52,18,2023-09-30,1086,New York,PayPal,4941.36,9
515,175,Groceries,Vegetable,481.57,6,2022-12-09,1051,Texas,Cash,2889.42,12
516,115,Toys,Pants,42.42,5,2022-11-06,1048,Illinois,PayPal,212.10000000000002,11
517,189,Clothing,Pants,186.01,13,2023-10-24,1010,Florida,Debit Card,2418.13,10
518,189,Books,Fruit,116.56,19,2023-06-12,1065,Texas,Cash,2214.64,6
519,147,Clothing,Shirt,101.94,8,2023-06-24,1057,New York,PayPal,815.52,6
520,184,Toys,Mobile,74.7,9,2023-02-23,1089,California,Credit Card,672.3000000000001,2
521,138,Electronics,Non-fiction,313.09,17,2023-03-20,1035,Illinois,Credit Card,5322.53,3
522,199,Electronics,Fruit,391.75,3,2023-11-16,1032,New York,Cash,1175.25,11
523,132,Toys,Shirt,291.26,19,2023-07-12,1046,Florida,Cash,5533.94,7
524,193,Electronics,Board Game,77.75,11,2022-08-24,1012,Florida,PayPal,855.25,8
525,122,Electronics,Fiction,406.51,17,2023-03-15,1039,California,Debit Card,6910.67,3
526,109,Electronics,Fiction,319.8,19,2022-08-02,1088,California,PayPal,6076.2,8
527,168,Books,Mobile,197.14,2,2022-03-26,1067,Illinois,Credit Card,394.28,3
528,199,Books,Action Figure,338.69,8,2022-03-26,1041,Illinois,Debit Card,2709.52,3
529,133,Groceries,Laptop,133.65,19,2023-05-04,1018,California,Debit Card,2539.35,5
530,151,Clothing,Fruit,175.87,7,2022-03-06,1081,California,Debit Card,1231.0900000000001,3
531,194,Toys,Fruit,459.16,17,2023-10-08,1093,Florida,PayPal,7805.72,10
532,109,Toys,Non-fiction,148.8,6,2023-10-25,1018,California,Credit Card,892.8000000000001,10
533,118,Toys,Non-fiction,237.64,19,2023-09-19,1057,Texas,Cash,4515.16,9
534,157,Groceries,Fiction,445.62,6,2022-03-05,1022,New York,PayPal,2673.7200000000003,3
535,195,Books,Fiction,355.32,2,2022-12-09,1053,California,Cash,710.64,12
536,100,Groceries,Vegetable,35.79,6,2022-12-18,1079,Illinois,Debit Card,214.74,12
537,168,Toys,Vegetable,77.92,5,2022-06-07,1064,Texas,Debit Card,389.6,6
538,103,Clothing,Action Figure,8.88,19,2023-08-12,1011,Illinois,PayPal,168.72000000000003,8
539,115,Electronics,Vegetable,317.31,4,2023-05-06,1023,Texas,Credit Card,1269.24,5
540,123,Books,Laptop,226.6,17,2023-10-20,1033,California,Debit Card,3852.2,10
541,179,Books,Laptop,71.47,11,2023-04-08,1052,New York,Cash,786.17,4
542,101,Groceries,Fruit,479.18,4,2022-08-13,1007,Illinois,Cash,1916.72,8
543,191,Books,Pants,267.18,13,2022-11-09,1017,Texas,PayPal,3473.34,11
544,131,Toys,Laptop,124.74,17,2023-09-07,1056,Florida,Cash,2120.58,9
545,190,Toys,Shirt,252.8,9,2023-04-11,1004,California,Credit Card,2275.2000000000003,4
546,183,Groceries,Fiction,341.41,4,2022-03-29,1025,New York,Debit Card,1365.64,3
547,123,Toys,Non-fiction,42.74,14,2022-10-30,1029,California,Cash,598.36,10
548,111,Clothing,Vegetable,140.98,19,2023-11-11,1053,Florida,Cash,2678.62,11
549,149,Groceries,Fruit,404.45,3,2023-03-11,1012,New York,Debit Card,1213.35,3
550,134,Clothing,Mobile,232.53,14,2023-11-13,1082,Florida,PayPal,3255.42,11
551,132,Electronics,Non-fiction,275.56,8,2022-05-15,1028,California,Cash,2204.48,5
552,132,Clothing,Shirt,219.24,1,2022-02-19,1002,Texas,PayPal,219.24,2
553,160,Electronics,Vegetable,26.73,10,2023-03-08,1089,California,PayPal,267.3,3
554,150,Electronics,Shirt,87.05,18,2022-12-06,1057,California,Cash,1566.8999999999999,12
555,142,Clothing,Fiction,225.54,16,2022-12-13,1075,California,Credit Card,3608.64,12
556,111,Groceries,Fiction,108.55,8,2023-10-08,1001,Illinois,PayPal,868.4,10
557,166,Toys,Action Figure,29.74,1,2022-12-13,1074,Florida,Cash,29.74,12
558,164,Toys,Fruit,422.61,12,2023-10-11,1027,Florida,PayPal,5071.32,10
559,132,Electronics,Non-fiction,490.69,8,2022-09-02,1081,Florida,Debit Card,3925.52,9
560,139,Electronics,Board Game,397.61,16,2022-04-19,1076,Illinois,Credit Card,6361.76,4
561,173,Groceries,Board Game,427.62,18,2023-06-17,1085,Texas,Credit Card,7697.16,6
562,142,Books,Non-fiction,124.78,4,2022-03-31,1075,California,Debit Card,499.12,3
563,143,Clothing,Mobile,480.51,6,2022-10-23,1001,Texas,Debit Card,2883.06,10
564,128,Electronics,Fruit,102.48,12,2022-04-22,1006,Illinois,PayPal,1229.76,4
565,112,Toys,Shirt,475.96,9,2023-08-12,1025,Florida,Debit Card,4283.639999999999,8
566,111,Groceries,Mobile,497.44,15,2022-06-26,1089,California,Credit Card,7461.6,6
567,194,Clothing,Pants,357.3,16,2022-12-09,1087,New York,Debit Card,5716.8,12
568,145,Groceries,Non-fiction,490.67,12,2023-10-22,1075,New York,Cash,5888.04,10
569,101,Clothing,Shirt,286.92,14,2022-04-11,1015,Texas,Cash,4016.88,4
570,134,Clothing,Board Game,133.47,13,2023-09-21,1022,Florida,PayPal,1735.11,9
571,186,Electronics,Laptop,221.31,2,2023-08-27,1039,New York,Credit Card,442.62,8
572,180,Groceries,Action Figure,298.81,3,2023-02-05,1059,Texas,Cash,896.4300000000001,2
573,189,Groceries,Board Game,41.18,10,2022-01-28,1072,Illinois,Debit Card,411.8,1
574,107,Toys,Fruit,313.06,9,2023-06-21,1031,Texas,Cash,2817.54,6
575,192,Toys,Fiction,490.68,8,2022-02-27,1014,Texas,Cash,3925.44,2
576,125,Electronics,Laptop,99.1,10,2023-05-13,1012,Texas,PayPal,991.0,5
577,173,Electronics,Action Figure,397.33,19,2022-10-24,1004,California,Debit Card,7549.2699999999995,10
578,189,Books,Action Figure,454.41,3,2022-05-14,1074,Texas,Debit Card,1363.23,5
579,133,Toys,Pants,472.13,5,2022-11-27,1073,Texas,Debit Card,2360.65,11
580,106,Clothing,Pants,480.27,3,2022-09-06,1051,California,PayPal,1440.81,9
581,167,Groceries,Vegetable,263.12,16,2023-07-04,1076,California,Debit Card,4209.92,7
582,157,Electronics,Board Game,488.77,17,2022-03-16,1040,Illinois,Debit Card,8309.09,3
583,174,Groceries,Board Game,379.87,15,2023-10-16,1052,Florida,Cash,5698.05,10
584,128,Groceries,Board Game,85.03,3,2022-06-17,1049,New York,Cash,255.09,6
585,135,Books,Vegetable,241.07,12,2023-05-18,1014,New York,Debit Card,2892.84,5
586,188,Toys,Mobile,360.57,9,2022-12-21,1006,Texas,Credit Card,3245.13,12
587,120,Electronics,Action Figure,127.43,12,2022-08-13,1039,Illinois,Credit Card,1529.16,8
588,135,Groceries,Laptop,322.1,15,2023-10-26,1027,Texas,Debit Card,4831.5,10
589,109,Electronics,Fruit,334.97,2,2023-06-15,1031,New York,Credit Card,669.94,6
590,172,Clothing,Action Figure,85.54,18,2022-05-26,1098,California,PayPal,1539.72,5
591,123,Books,Pants,284.72,12,2022-08-29,1014,Florida,Cash,3416.6400000000003,8
592,163,Clothing,Shirt,386.96,4,2022-12-10,1099,Illinois,PayPal,1547.84,12
593,198,Electronics,Fiction,251.95,16,2022-02-04,1084,California,Cash,4031.2,2
594,148,Electronics,Vegetable,10.99,16,2023-12-03,1069,Florida,Credit Card,175.84,12
595,198,Toys,Non-fiction,9.47,1,2022-01-01,1064,Illinois,Credit Card,9.47,1
596,135,Groceries,Shirt,181.73,2,2022-06-02,1003,Illinois,Debit Card,363.46,6
597,181,Groceries,Fruit,463.47,3,2023-03-05,1010,New York,Credit Card,1390.41,3
598,195,Clothing,Board Game,118.2,17,2023-05-23,1025,California,Credit Card,2009.4,5
599,123,Books,Pants,319.01,1,2022-05-06,1060,Illinois,Debit Card,319.01,5
600,122,Groceries,Pants,114.93,6,2023-05-06,1036,Illinois,Debit Card,689.58,5
601,161,Toys,Pants,164.23,15,2023-04-27,1022,Florida,Cash,2463.45,4
602,195,Clothing,Board Game,424.78,14,2022-12-11,1092,New York,Credit Card,5946.92,12
603,136,Clothing,Non-fiction,365.79,15,2022-08-09,1084,Texas,Cash,5486.85,8
604,111,Toys,Vegetable,52.22,14,2023-12-24,1090,New York,Cash,731.0799999999999,12
