Transaction ID,Product ID,Product Category,Product Subcategory,Product Price,Quantity Sold,Transaction Date,Customer ID,Customer Location,Payment Method,Transaction_Date,Product_Price,Quantity_Sold,Total_Sales,Transaction_Month
235,143,Books,Fruit,247.0,2,2022-10-05,1095,California,Credit Card,2022-10-05,247.0,2,494.0,10
236,189,Electronics,Action Figure,203.88,10,2023-12-23,1052,Illinois,Credit Card,2023-12-23,203.88,10,2038.8,12
237,131,Electronics,Fiction,496.95,11,2022-06-18,1002,Illinois,Credit Card,2022-06-18,496.95,11,5466.45,6
238,169,Books,Board Game,440.76,16,2022-11-26,1065,Illinois,Debit Card,2022-11-26,440.76,16,7052.16,11
239,131,Books,Action Figure,313.59,19,2023-10-12,1096,California,Credit Card,2023-10-12,313.59,19,5958.209999999999,10
240,167,Toys,Fiction,286.84,11,2023-03-17,1041,Florida,Credit Card,2023-03-17,286.84,11,3155.24,3
241,154,Electronics,Mobile,312.23,14,2023-01-26,1018,California,Credit Card,2023-01-26,312.23,14,4371.22,1
242,174,Electronics,Non-fiction,104.65,2,2023-05-11,1016,Illinois,Credit Card,2023-05-11,104.65,2,209.3,5
243,155,Toys,Pants,200.59,5,2023-01-16,1032,Texas,PayPal,2023-01-16,200.59,5,1002.95,1
244,116,Groceries,Shirt,24.53,5,2022-11-02,1075,New York,Credit Card,2022-11-02,24.53,5,122.65,11
245,137,Groceries,Fiction,240.4,19,2023-11-04,1048,Illinois,Credit Card,2023-11-04,240.4,19,4567.6,11
246,123,Groceries,Shirt,273.8,12,2023-05-28,1055,Texas,PayPal,2023-05-28,273.8,12,3285.6000000000004,5
247,168,Toys,Non-fiction,117.74,18,2022-07-07,1062,Florida,PayPal,2022-07-07,117.74,18,2119.3199999999997,7
248,197,Electronics,Vegetable,482.19,4,2023-05-31,1002,Illinois,Debit Card,2023-05-31,482.19,4,1928.76,5
249,169,Toys,Fruit,455.18,17,2023-10-06,1048,Texas,Cash,2023-10-06,455.18,17,7738.06,10
250,185,Toys,Pants,362.46,10,2023-03-03,1054,Illinois,Credit Card,2023-03-03,362.46,10,3624.6,3
251,110,Groceries,Non-fiction,269.03,6,2023-05-17,1025,California,Credit Card,2023-05-17,269.03,6,1614.1799999999998,5
252,115,Clothing,Non-fiction,435.63,14,2023-12-31,1098,Texas,Credit Card,2023-12-31,435.63,14,6098.82,12
253,196,Electronics,Mobile,69.67,11,2022-09-17,1071,California,Debit Card,2022-09-17,69.67,11,766.37,9
254,172,Groceries,Action Figure,396.3,11,2023-05-28,1051,California,Credit Card,2023-05-28,396.3,11,4359.3,5
255,158,Clothing,Fruit,66.79,18,2022-03-12,1099,Texas,Cash,2022-03-12,66.79,18,1202.22,3
256,169,Clothing,Pants,398.13,18,2023-04-23,1006,New York,PayPal,2023-04-23,398.13,18,7166.34,4
257,179,Books,Vegetable,141.5,11,2022-06-27,1045,Texas,Debit Card,2022-06-27,141.5,11,1556.5,6
258,192,Electronics,Vegetable,439.16,12,2023-04-02,1045,New York,PayPal,2023-04-02,439.16,12,5269.92,4
259,102,Clothing,Laptop,472.3,5,2022-07-08,1099,Illinois,Credit Card,2022-07-08,472.3,5,2361.5,7
260,119,Groceries,Non-fiction,78.65,9,2022-10-18,1015,Illinois,Credit Card,2022-10-18,78.65,9,707.85,10
261,158,Books,Fiction,234.02,9,2023-06-04,1023,Texas,Credit Card,2023-06-04,234.02,9,2106.1800000000003,6
262,135,Electronics,Mobile,490.59,10,2022-10-19,1060,Illinois,Cash,2022-10-19,490.59,10,4905.9,10
263,118,Toys,Fruit,244.29,19,2023-09-27,1053,Florida,Cash,2023-09-27,244.29,19,4641.51,9
264,189,Groceries,Vegetable,432.46,1,2022-10-10,1061,California,Debit Card,2022-10-10,432.46,1,432.46,10
265,166,Clothing,Pants,296.42,7,2023-06-28,1000,California,PayPal,2023-06-28,296.42,7,2074.94,6
266,118,Clothing,Laptop,190.79,4,2023-01-12,1048,New York,Credit Card,2023-01-12,190.79,4,763.16,1
267,119,Groceries,Pants,146.46,1,2023-10-20,1024,Illinois,Credit Card,2023-10-20,146.46,1,146.46,10
268,195,Clothing,Mobile,105.6,15,2022-06-05,1009,New York,Credit Card,2022-06-05,105.6,15,1584.0,6
269,170,Books,Fiction,382.09,8,2023-05-23,1079,California,Credit Card,2023-05-23,382.09,8,3056.72,5
270,151,Electronics,Laptop,196.34,12,2023-02-17,1015,California,Cash,2023-02-17,196.34,12,2356.08,2
271,132,Books,Laptop,258.08,18,2023-06-12,1057,Illinois,PayPal,2023-06-12,258.08,18,4645.44,6
272,139,Clothing,Action Figure,248.7,15,2022-12-21,1071,Florida,PayPal,2022-12-21,248.7,15,3730.5,12
273,138,Toys,Fruit,290.75,17,2023-07-13,1028,Florida,Debit Card,2023-07-13,290.75,17,4942.75,7
274,181,Electronics,Laptop,433.46,14,2022-07-06,1091,Illinois,Cash,2022-07-06,433.46,14,6068.44,7
275,100,Electronics,Action Figure,490.47,14,2022-01-31,1005,Illinois,Credit Card,2022-01-31,490.47,14,6866.58,1
276,110,Groceries,Action Figure,206.75,18,2022-09-17,1015,New York,PayPal,2022-09-17,206.75,18,3721.5,9
277,191,Groceries,Mobile,414.62,18,2023-02-25,1019,Illinois,PayPal,2023-02-25,414.62,18,7463.16,2
278,156,Toys,Shirt,383.44,16,2023-06-13,1079,Florida,Cash,2023-06-13,383.44,16,6135.04,6
279,188,Electronics,Pants,288.9,1,2023-07-05,1070,Illinois,Debit Card,2023-07-05,288.9,1,288.9,7
280,149,Toys,Fiction,478.24,11,2022-10-31,1077,New York,Debit Card,2022-10-31,478.24,11,5260.64,10
281,122,Groceries,Board Game,104.23,15,2022-02-08,1042,New York,Credit Card,2022-02-08,104.23,15,1563.45,2
282,130,Groceries,Pants,59.09,12,2023-05-04,1025,New York,Debit Card,2023-05-04,59.09,12,709.08,5
283,193,Electronics,Laptop,427.71,8,2023-10-06,1089,New York,PayPal,2023-10-06,427.71,8,3421.68,10
284,141,Books,Fiction,222.38,6,2023-06-26,1077,Texas,Debit Card,2023-06-26,222.38,6,1334.28,6
285,198,Clothing,Vegetable,424.25,3,2023-11-01,1070,Illinois,Credit Card,2023-11-01,424.25,3,1272.75,11
286,106,Groceries,Shirt,447.08,13,2022-10-05,1032,California,PayPal,2022-10-05,447.08,13,5812.04,10
287,115,Groceries,Vegetable,35.92,13,2022-07-22,1025,Illinois,Debit Card,2022-07-22,35.92,13,466.96000000000004,7
288,189,Books,Vegetable,442.32,2,2022-03-07,1044,Texas,Debit Card,2022-03-07,442.32,2,884.64,3
289,159,Books,Fruit,226.92,5,2022-04-18,1083,New York,Cash,2022-04-18,226.92,5,1134.6,4
290,101,Toys,Pants,257.66,17,2022-09-25,1062,Texas,Credit Card,2022-09-25,257.66,17,4380.22,9
291,100,Toys,Board Game,315.16,6,2022-08-10,1066,Florida,Debit Card,2022-08-10,315.16,6,1890.96,8
292,147,Clothing,Mobile,463.56,2,2023-06-14,1051,Florida,Cash,2023-06-14,463.56,2,927.12,6
293,111,Clothing,Board Game,14.46,4,2022-03-31,1067,Illinois,PayPal,2022-03-31,14.46,4,57.84,3
294,168,Electronics,Vegetable,241.04,11,2023-11-24,1025,Illinois,Cash,2023-11-24,241.04,11,2651.44,11
295,136,Toys,Laptop,345.42,8,2022-09-12,1074,California,Cash,2022-09-12,345.42,8,2763.36,9
296,131,Groceries,Shirt,362.74,12,2023-03-31,1001,California,Debit Card,2023-03-31,362.74,12,4352.88,3
297,108,Toys,Non-fiction,347.8,8,2022-09-10,1013,Florida,Debit Card,2022-09-10,347.8,8,2782.4,9
298,198,Groceries,Board Game,71.55,11,2022-09-14,1029,New York,Debit Card,2022-09-14,71.55,11,787.05,9
299,118,Books,Vegetable,153.2,8,2023-01-18,1048,Texas,Cash,2023-01-18,153.2,8,1225.6,1
300,147,Toys,Shirt,182.56,8,2023-03-18,1011,California,PayPal,2023-03-18,182.56,8,1460.48,3
301,179,Books,Fiction,403.2,17,2023-08-22,1089,California,Credit Card,2023-08-22,403.2,17,6854.4,8
302,102,Clothing,Pants,142.99,16,2022-03-31,1043,New York,Cash,2022-03-31,142.99,16,2287.84,3
303,119,Clothing,Action Figure,109.3,14,2023-01-25,1032,New York,Debit Card,2023-01-25,109.3,14,1530.2,1
304,123,Electronics,Fruit,478.94,11,2023-08-05,1012,Illinois,Credit Card,2023-08-05,478.94,11,5268.34,8
305,153,Toys,Shirt,9.39,7,2022-02-13,1077,Texas,PayPal,2022-02-13,9.39,7,65.73,2
306,132,Books,Laptop,498.92,16,2023-12-13,1087,New York,Credit Card,2023-12-13,498.92,16,7982.72,12
307,123,Groceries,Laptop,340.03,13,2023-10-26,1097,California,Debit Card,2023-10-26,340.03,13,4420.389999999999,10
308,174,Clothing,Shirt,415.09,15,2023-08-21,1025,California,Cash,2023-08-21,415.09,15,6226.349999999999,8
309,171,Clothing,Laptop,150.84,16,2022-01-19,1020,Florida,Cash,2022-01-19,150.84,16,2413.44,1
310,135,Groceries,Pants,12.09,9,2022-04-11,1027,New York,Debit Card,2022-04-11,12.09,9,108.81,4
311,137,Books,Laptop,370.25,3,2023-08-30,1047,Illinois,Cash,2023-08-30,370.25,3,1110.75,8
312,183,Books,Board Game,417.9,19,2022-12-23,1099,Texas,Debit Card,2022-12-23,417.9,19,7940.099999999999,12
313,198,Toys,Action Figure,371.54,5,2023-06-26,1039,Illinois,Cash,2023-06-26,371.54,5,1857.7,6
314,188,Toys,Laptop,75.71,10,2022-02-02,1065,California,Cash,2022-02-02,75.71,10,757.0999999999999,2
315,198,Electronics,Action Figure,377.95,17,2022-08-17,1072,Illinois,Cash,2022-08-17,377.95,17,6425.15,8
316,124,Clothing,Vegetable,385.62,15,2023-06-08,1086,California,PayPal,2023-06-08,385.62,15,5784.3,6
317,192,Toys,Mobile,330.98,8,2023-09-22,1078,California,PayPal,2023-09-22,330.98,8,2647.84,9
318,117,Books,Pants,384.23,15,2022-06-04,1076,California,Debit Card,2022-06-04,384.23,15,5763.450000000001,6
319,181,Groceries,Mobile,423.73,14,2023-02-27,1022,California,PayPal,2023-02-27,423.73,14,5932.22,2
320,165,Books,Vegetable,308.73,7,2022-09-03,1080,California,Debit Card,2022-09-03,308.73,7,2161.11,9
321,153,Clothing,Pants,48.86,12,2023-02-09,1047,Florida,Credit Card,2023-02-09,48.86,12,586.3199999999999,2
322,134,Books,Shirt,246.38,17,2023-06-25,1001,Illinois,Credit Card,2023-06-25,246.38,17,4188.46,6
323,179,Electronics,Shirt,43.44,17,2022-06-10,1083,Florida,PayPal,2022-06-10,43.44,17,738.48,6
324,160,Clothing,Action Figure,206.73,10,2023-12-03,1019,Florida,Credit Card,2023-12-03,206.73,10,2067.2999999999997,12
325,140,Groceries,Vegetable,206.52,19,2022-04-27,1058,New York,Credit Card,2022-04-27,206.52,19,3923.88,4
326,199,Electronics,Action Figure,37.67,14,2022-09-28,1045,New York,Cash,2022-09-28,37.67,14,527.38,9
327,132,Clothing,Fruit,177.67,11,2023-11-23,1002,New York,Cash,2023-11-23,177.67,11,1954.37,11
328,167,Groceries,Laptop,59.94,2,2023-05-02,1054,Texas,Debit Card,2023-05-02,59.94,2,119.88,5
329,132,Electronics,Non-fiction,405.08,18,2022-06-21,1011,New York,Credit Card,2022-06-21,405.08,18,7291.44,6
330,113,Electronics,Fruit,474.11,7,2022-10-01,1039,Illinois,Debit Card,2022-10-01,474.11,7,3318.77,10
331,120,Clothing,Laptop,40.8,12,2022-09-16,1065,Florida,Debit Card,2022-09-16,40.8,12,489.59999999999997,9
332,147,Toys,Pants,477.78,2,2022-05-15,1099,Illinois,Credit Card,2022-05-15,477.78,2,955.56,5
333,119,Electronics,Action Figure,263.68,18,2023-11-14,1077,New York,PayPal,2023-11-14,263.68,18,4746.24,11
334,107,Electronics,Pants,153.29,6,2023-12-23,1015,Texas,Credit Card,2023-12-23,153.29,6,919.74,12
335,106,Groceries,Pants,43.05,10,2023-02-26,1082,Texas,Cash,2023-02-26,43.05,10,430.5,2
336,166,Books,Laptop,252.81,15,2023-02-25,1033,Florida,Credit Card,2023-02-25,252.81,15,3792.15,2
337,116,Clothing,Vegetable,398.29,5,2022-07-05,1043,Illinois,PayPal,2022-07-05,398.29,5,1991.45,7
338,132,Clothing,Laptop,355.01,3,2022-12-30,1005,California,Debit Card,2022-12-30,355.01,3,1065.03,12
339,147,Toys,Fiction,29.86,5,2023-08-30,1076,Illinois,Debit Card,2023-08-30,29.86,5,149.3,8
340,175,Toys,Shirt,41.09,8,2023-01-13,1063,New York,Cash,2023-01-13,41.09,8,328.72,1
341,158,Clothing,Shirt,204.42,8,2023-06-07,1099,California,Cash,2023-06-07,204.42,8,1635.36,6
342,185,Toys,Fruit,151.17,8,2023-08-03,1021,Texas,Cash,2023-08-03,151.17,8,1209.36,8
343,121,Groceries,Shirt,120.03,12,2023-12-23,1017,Florida,Debit Card,2023-12-23,120.03,12,1440.3600000000001,12
344,129,Clothing,Laptop,144.1,8,2022-07-15,1011,Florida,Cash,2022-07-15,144.1,8,1152.8,7
345,137,Toys,Board Game,402.72,11,2022-04-08,1051,Texas,Credit Card,2022-04-08,402.72,11,4429.92,4
346,150,Clothing,Action Figure,464.97,14,2023-08-28,1093,New York,Debit Card,2023-08-28,464.97,14,6509.58,8
347,153,Books,Laptop,205.53,8,2022-01-22,1050,Texas,PayPal,2022-01-22,205.53,8,1644.24,1
348,107,Electronics,Laptop,453.52,10,2023-03-26,1070,New York,Debit Card,2023-03-26,453.52,10,4535.2,3
349,126,Clothing,Non-fiction,164.14,7,2022-06-21,1095,California,Credit Card,2022-06-21,164.14,7,1148.98,6
350,126,Electronics,Action Figure,240.84,17,2023-01-18,1047,Texas,Credit Card,2023-01-18,240.84,17,4094.28,1
351,197,Toys,Fiction,116.88,4,2022-05-14,1018,New York,Cash,2022-05-14,116.88,4,467.52,5
352,120,Electronics,Shirt,322.04,13,2023-03-02,1005,California,Debit Card,2023-03-02,322.04,13,4186.52,3
353,129,Clothing,Action Figure,489.6,4,2022-01-25,1083,Texas,Debit Card,2022-01-25,489.6,4,1958.4,1
354,196,Books,Shirt,303.73,5,2023-05-18,1026,Florida,Debit Card,2023-05-18,303.73,5,1518.65,5
355,127,Toys,Fruit,182.12,4,2022-07-04,1052,Texas,PayPal,2022-07-04,182.12,4,728.48,7
356,163,Clothing,Action Figure,325.67,18,2022-03-26,1047,Illinois,Cash,2022-03-26,325.67,18,5862.06,3
357,196,Toys,Shirt,65.85,6,2023-07-21,1006,Texas,Credit Card,2023-07-21,65.85,6,395.09999999999997,7
358,168,Groceries,Fiction,444.89,2,2022-05-24,1058,Illinois,Credit Card,2022-05-24,444.89,2,889.78,5
359,160,Electronics,Mobile,254.03,11,2023-11-10,1068,California,Cash,2023-11-10,254.03,11,2794.33,11
360,147,Groceries,Pants,227.43,14,2023-02-16,1010,Texas,Credit Card,2023-02-16,227.43,14,3184.02,2
361,118,Clothing,Pants,295.0,5,2022-08-12,1014,California,Credit Card,2022-08-12,295.0,5,1475.0,8
362,103,Books,Fiction,314.27,6,2022-08-08,1063,California,Cash,2022-08-08,314.27,6,1885.62,8
363,134,Toys,Non-fiction,40.53,10,2022-06-28,1002,New York,Credit Card,2022-06-28,40.53,10,405.3,6
364,163,Electronics,Mobile,342.9,8,2023-09-23,1068,California,Debit Card,2023-09-23,342.9,8,2743.2,9
365,148,Toys,Fruit,124.76,14,2023-03-09,1022,California,PayPal,2023-03-09,124.76,14,1746.64,3
366,116,Clothing,Fiction,358.41,3,2022-09-22,1052,Texas,Cash,2022-09-22,358.41,3,1075.23,9
367,143,Toys,Pants,412.15,12,2023-03-05,1036,Texas,PayPal,2023-03-05,412.15,12,4945.799999999999,3
368,191,Electronics,Pants,402.96,16,2023-10-24,1008,Florida,Credit Card,2023-10-24,402.96,16,6447.36,10
369,129,Clothing,Pants,278.49,17,2023-02-20,1014,New York,Credit Card,2023-02-20,278.49,17,4734.33,2
370,192,Toys,Vegetable,262.48,1,2023-03-29,1002,California,Debit Card,2023-03-29,262.48,1,262.48,3
371,145,Books,Fiction,75.72,10,2023-12-28,1092,New York,Cash,2023-12-28,75.72,10,757.2,12
372,105,Clothing,Laptop,388.8,10,2022-07-16,1069,Illinois,Credit Card,2022-07-16,388.8,10,3888.0,7
373,198,Clothing,Fruit,139.35,2,2023-07-08,1016,California,Cash,2023-07-08,139.35,2,278.7,7
374,136,Books,Pants,250.86,9,2022-02-22,1025,New York,Cash,2022-02-22,250.86,9,2257.7400000000002,2
375,123,Groceries,Shirt,145.72,13,2023-04-25,1020,Florida,Cash,2023-04-25,145.72,13,1894.36,4
376,192,Electronics,Fiction,71.25,16,2023-03-19,1071,Florida,Cash,2023-03-19,71.25,16,1140.0,3
377,145,Groceries,Vegetable,316.63,18,2022-11-26,1020,California,Cash,2022-11-26,316.63,18,5699.34,11
378,152,Toys,Fiction,31.89,19,2022-09-08,1010,Illinois,PayPal,2022-09-08,31.89,19,605.91,9
379,194,Books,Fruit,375.58,12,2022-05-03,1037,Florida,Debit Card,2022-05-03,375.58,12,4506.96,5
380,198,Groceries,Vegetable,162.21,8,2023-01-22,1071,Florida,Cash,2023-01-22,162.21,8,1297.68,1
381,159,Clothing,Fruit,5.07,17,2022-12-05,1087,Illinois,PayPal,2022-12-05,5.07,17,86.19,12
382,196,Toys,Fiction,258.01,15,2022-12-14,1034,New York,Credit Card,2022-12-14,258.01,15,3870.1499999999996,12
383,162,Toys,Laptop,28.19,10,2022-01-29,1013,Florida,Cash,2022-01-29,28.19,10,281.90000000000003,1
384,184,Groceries,Fruit,141.7,15,2022-02-04,1013,Texas,Credit Card,2022-02-04,141.7,15,2125.5,2
385,131,Groceries,Vegetable,354.95,15,2023-06-02,1009,Florida,Cash,2023-06-02,354.95,15,5324.25,6
386,186,Books,Vegetable,36.03,7,2023-01-31,1011,New York,PayPal,2023-01-31,36.03,7,252.21,1
387,132,Electronics,Fruit,420.47,13,2023-09-15,1037,New York,PayPal,2023-09-15,420.47,13,5466.110000000001,9
388,166,Groceries,Board Game,6.89,17,2022-10-21,1033,California,PayPal,2022-10-21,6.89,17,117.13,10
389,117,Groceries,Fiction,127.18,9,2023-08-12,1040,Texas,Debit Card,2023-08-12,127.18,9,1144.6200000000001,8
390,124,Clothing,Board Game,371.75,8,2022-12-15,1009,New York,Credit Card,2022-12-15,371.75,8,2974.0,12
391,194,Toys,Non-fiction,161.55,18,2022-05-27,1016,Illinois,Debit Card,2022-05-27,161.55,18,2907.9,5
392,153,Electronics,Fiction,55.44,13,2022-03-08,1016,Texas,Cash,2022-03-08,55.44,13,720.72,3
393,157,Clothing,Fruit,183.32,16,2023-06-04,1066,Texas,Credit Card,2023-06-04,183.32,16,2933.12,6
394,166,Books,Mobile,138.84,9,2022-05-02,1061,Illinois,PayPal,2022-05-02,138.84,9,1249.56,5
395,145,Books,Fruit,422.14,12,2022-12-06,1094,Florida,Credit Card,2022-12-06,422.14,12,5065.68,12
396,123,Groceries,Board Game,160.11,12,2022-06-24,1000,Illinois,PayPal,2022-06-24,160.11,12,1921.3200000000002,6
397,131,Groceries,Laptop,395.52,6,2023-11-22,1011,Illinois,Debit Card,2023-11-22,395.52,6,2373.12,11
398,146,Books,Fruit,446.48,19,2023-08-20,1003,Florida,Debit Card,2023-08-20,446.48,19,8483.12,8
399,185,Groceries,Fruit,219.74,7,2023-03-27,1041,Florida,PayPal,2023-03-27,219.74,7,1538.18,3
400,122,Electronics,Laptop,455.42,3,2023-07-11,1012,Florida,PayPal,2023-07-11,455.42,3,1366.26,7
401,165,Groceries,Fruit,191.77,16,2022-05-16,1097,Florida,Cash,2022-05-16,191.77,16,3068.32,5
402,126,Toys,Pants,482.22,18,2022-01-16,1084,Florida,Debit Card,2022-01-16,482.22,18,8679.960000000001,1
403,101,Groceries,Mobile,49.2,16,2022-11-29,1085,Illinois,Debit Card,2022-11-29,49.2,16,787.2,11
404,189,Clothing,Shirt,345.07,7,2022-07-14,1003,California,Cash,2022-07-14,345.07,7,2415.49,7
405,116,Electronics,Mobile,249.44,4,2023-05-11,1081,California,Debit Card,2023-05-11,249.44,4,997.76,5
406,132,Clothing,Fruit,196.89,8,2022-01-09,1068,New York,PayPal,2022-01-09,196.89,8,1575.12,1
407,108,Clothing,Pants,318.19,13,2022-11-30,1018,California,Credit Card,2022-11-30,318.19,13,4136.47,11
408,142,Toys,Fiction,353.41,13,2022-11-29,1001,California,Credit Card,2022-11-29,353.41,13,4594.33,11
409,147,Electronics,Fruit,7.16,17,2022-11-23,1011,Illinois,Debit Card,2022-11-23,7.16,17,121.72,11
410,138,Electronics,Board Game,87.64,17,2022-01-15,1080,Florida,Cash,2022-01-15,87.64,17,1489.88,1
411,192,Electronics,Pants,357.96,5,2023-09-06,1073,Florida,PayPal,2023-09-06,357.96,5,1789.8,9
412,141,Electronics,Laptop,334.86,6,2022-08-14,1097,Illinois,Credit Card,2022-08-14,334.86,6,2009.16,8
413,125,Electronics,Pants,483.19,19,2023-03-01,1005,California,PayPal,2023-03-01,483.19,19,9180.61,3
414,198,Toys,Laptop,381.71,13,2023-02-12,1007,Illinois,Debit Card,2023-02-12,381.71,13,4962.23,2
415,149,Groceries,Non-fiction,475.63,14,2022-04-23,1050,New York,Debit Card,2022-04-23,475.63,14,6658.82,4
416,124,Clothing,Shirt,352.76,4,2023-03-04,1010,Florida,Credit Card,2023-03-04,352.76,4,1411.04,3
417,123,Electronics,Action Figure,152.54,7,2022-01-01,1062,Texas,Debit Card,2022-01-01,152.54,7,1067.78,1
418,112,Groceries,Pants,57.16,8,2022-09-23,1056,New York,Cash,2022-09-23,57.16,8,457.28,9
419,159,Groceries,Vegetable,392.0,13,2023-05-06,1011,New York,Debit Card,2023-05-06,392.0,13,5096.0,5
420,106,Clothing,Board Game,323.85,6,2022-07-27,1072,Illinois,Debit Card,2022-07-27,323.85,6,1943.1000000000001,7
421,156,Toys,Fruit,28.85,6,2023-09-14,1001,California,Debit Card,2023-09-14,28.85,6,173.10000000000002,9
422,135,Books,Board Game,183.22,3,2023-12-13,1007,Florida,PayPal,2023-12-13,183.22,3,549.66,12
423,144,Books,Mobile,478.62,3,2023-01-04,1010,Texas,PayPal,2023-01-04,478.62,3,1435.8600000000001,1
424,119,Groceries,Action Figure,252.7,13,2022-11-02,1052,New York,Credit Card,2022-11-02,252.7,13,3285.1,11
425,164,Clothing,Mobile,219.2,2,2022-01-12,1099,Texas,Credit Card,2022-01-12,219.2,2,438.4,1
426,107,Books,Non-fiction,231.56,16,2022-12-11,1009,California,Credit Card,2022-12-11,231.56,16,3704.96,12
427,115,Groceries,Action Figure,108.4,6,2023-04-10,1084,California,Debit Card,2023-04-10,108.4,6,650.4000000000001,4
428,113,Toys,Action Figure,187.51,8,2023-12-01,1083,Texas,PayPal,2023-12-01,187.51,8,1500.08,12
429,175,Books,Mobile,188.06,8,2023-10-28,1007,Florida,Cash,2023-10-28,188.06,8,1504.48,10
430,186,Groceries,Laptop,30.92,6,2023-05-09,1035,California,Debit Card,2023-05-09,30.92,6,185.52,5
431,114,Groceries,Mobile,384.95,14,2023-01-03,1092,Texas,Debit Card,2023-01-03,384.95,14,5389.3,1
432,191,Electronics,Board Game,211.17,3,2023-02-24,1075,New York,Debit Card,2023-02-24,211.17,3,633.51,2
433,197,Toys,Laptop,411.98,10,2022-06-20,1013,Texas,Cash,2022-06-20,411.98,10,4119.8,6
434,165,Electronics,Board Game,425.92,3,2022-05-14,1053,Texas,Credit Card,2022-05-14,425.92,3,1277.76,5
435,131,Clothing,Non-fiction,109.94,12,2023-03-03,1084,Illinois,Cash,2023-03-03,109.94,12,1319.28,3
436,186,Electronics,Fruit,330.39,17,2022-01-25,1085,California,Credit Card,2022-01-25,330.39,17,5616.63,1
437,162,Electronics,Fiction,238.78,5,2023-06-14,1020,Florida,Cash,2023-06-14,238.78,5,1193.9,6
438,185,Books,Laptop,440.68,9,2022-07-09,1049,Florida,PayPal,2022-07-09,440.68,9,3966.12,7
439,150,Groceries,Non-fiction,111.79,7,2022-05-21,1093,Illinois,Debit Card,2022-05-21,111.79,7,782.5300000000001,5
440,124,Toys,Vegetable,340.52,4,2023-07-09,1038,Florida,Debit Card,2023-07-09,340.52,4,1362.08,7
441,157,Electronics,Non-fiction,305.84,13,2023-10-20,1019,Texas,Debit Card,2023-10-20,305.84,13,3975.9199999999996,10
442,162,Toys,Mobile,151.17,13,2022-11-11,1087,Illinois,Credit Card,2022-11-11,151.17,13,1965.2099999999998,11
443,161,Electronics,Mobile,72.62,10,2023-03-20,1086,New York,Cash,2023-03-20,72.62,10,726.2,3
444,121,Clothing,Fiction,327.56,18,2022-11-15,1006,California,PayPal,2022-11-15,327.56,18,5896.08,11
445,157,Electronics,Non-fiction,370.61,17,2023-03-17,1008,California,Cash,2023-03-17,370.61,17,6300.37,3
446,157,Books,Shirt,161.24,13,2022-04-02,1000,California,Debit Card,2022-04-02,161.24,13,2096.12,4
447,185,Groceries,Fruit,324.19,17,2022-06-28,1025,Texas,PayPal,2022-06-28,324.19,17,5511.23,6
448,148,Clothing,Mobile,200.59,4,2022-02-25,1037,New York,PayPal,2022-02-25,200.59,4,802.36,2
449,151,Electronics,Fiction,358.04,1,2022-06-04,1037,Illinois,Debit Card,2022-06-04,358.04,1,358.04,6
450,141,Toys,Fruit,103.61,1,2023-11-03,1060,Illinois,Cash,2023-11-03,103.61,1,103.61,11
451,169,Clothing,Non-fiction,445.66,15,2022-04-21,1043,California,Debit Card,2022-04-21,445.66,15,6684.900000000001,4
452,114,Clothing,Non-fiction,147.27,13,2022-05-17,1085,New York,Cash,2022-05-17,147.27,13,1914.5100000000002,5
453,153,Electronics,Action Figure,187.05,17,2022-08-20,1043,New York,PayPal,2022-08-20,187.05,17,3179.8500000000004,8
454,159,Clothing,Fiction,33.76,8,2023-04-13,1073,New York,PayPal,2023-04-13,33.76,8,270.08,4
455,196,Toys,Mobile,60.2,18,2023-04-26,1061,Florida,Debit Card,2023-04-26,60.2,18,1083.6000000000001,4
456,107,Clothing,Shirt,260.35,13,2022-03-09,1005,Florida,PayPal,2022-03-09,260.35,13,3384.55,3
457,152,Toys,Non-fiction,137.46,14,2022-09-06,1016,California,Credit Card,2022-09-06,137.46,14,1924.44,9
458,159,Electronics,Shirt,418.56,8,2022-11-19,1050,New York,PayPal,2022-11-19,418.56,8,3348.48,11
459,104,Groceries,Non-fiction,12.27,8,2023-06-02,1037,New York,Credit Card,2023-06-02,12.27,8,98.16,6
460,167,Clothing,Mobile,192.65,15,2023-03-08,1023,Illinois,PayPal,2023-03-08,192.65,15,2889.75,3
461,105,Groceries,Fruit,171.99,13,2023-05-02,1050,Illinois,Debit Card,2023-05-02,171.99,13,2235.87,5
462,195,Toys,Pants,14.57,7,2023-08-29,1009,California,Debit Card,2023-08-29,14.57,7,101.99000000000001,8
463,193,Clothing,Fruit,66.56,5,2023-03-05,1071,New York,Credit Card,2023-03-05,66.56,5,332.8,3
464,146,Books,Non-fiction,209.75,17,2022-09-26,1020,California,Debit Card,2022-09-26,209.75,17,3565.75,9
465,198,Groceries,Board Game,248.97,16,2023-12-10,1069,Illinois,PayPal,2023-12-10,248.97,16,3983.52,12
466,154,Clothing,Pants,205.12,2,2023-06-21,1084,Illinois,PayPal,2023-06-21,205.12,2,410.24,6
467,139,Groceries,Pants,267.81,18,2022-05-28,1056,Florida,Debit Card,2022-05-28,267.81,18,4820.58,5
468,151,Clothing,Shirt,299.59,17,2022-04-28,1038,California,PayPal,2022-04-28,299.59,17,5093.03,4
469,115,Electronics,Fiction,9.91,7,2023-01-02,1087,California,Cash,2023-01-02,9.91,7,69.37,1
